# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.795878171920776367e+00 1.125434994697570801e+00 2.970862627029418945e+00 2.763094663619995117e+00 1.776163935661315918e+00 1.637263894081115723e+00 6.196859359741210938e+00 1.861710548400878906e+01 4.777318954467773438e+00 1.661760330200195312e+00 2.163106441497802734e+00 1.600033044815063477e+00 3.173443302512168884e-02 9.813398122787475586e-02 1.920617073774337769e-01 4.101054277271032333e-03 8.504722267389297485e-02 1.501623690128326416e-01 4.484406486153602600e-02 4.296077415347099304e-02 1.112718973308801651e-02 8.293964713811874390e-02 3.209286928176879883e-01 4.673044010996818542e-02 2.803444623947143555e+00 2.921084403991699219e+00 9.343896865844726562e+00 9.740696907043457031e+00 2.092534828186035156e+01 2.103104400634765625e+01 4.952194867655634880e-04 3.582670469768345356e-04 1.464604574721306562e-04 2.043864224106073380e-04 1.286034006625413895e-03 7.222014392027631402e-05 2.966913757324218750e+02 3.686213378906250000e+02 4.344627990722656250e+02 4.120188293457031250e+02 1.650735839843750000e+03 1.339653930664062500e+03 1.795878171920776367e+00 1.125434994697570801e+00 2.970862627029418945e+00 2.763094663619995117e+00 1.776163935661315918e+00 1.637263894081115723e+00 6.196859359741210938e+00 1.861710548400878906e+01 4.777318954467773438e+00 1.661760330200195312e+00 2.163106441497802734e+00 1.600033044815063477e+00 3.173443302512168884e-02 9.813398122787475586e-02 1.920617073774337769e-01 4.101054277271032333e-03 8.504722267389297485e-02 1.501623690128326416e-01 4.484406486153602600e-02 4.296077415347099304e-02 1.112718973308801651e-02 8.293964713811874390e-02 3.209286928176879883e-01 4.673044010996818542e-02 2.803444623947143555e+00 2.921084403991699219e+00 9.343896865844726562e+00 9.740696907043457031e+00 2.092534828186035156e+01 2.103104400634765625e+01 4.952194867655634880e-04 3.582670469768345356e-04 1.464604574721306562e-04 2.043864224106073380e-04 1.286034006625413895e-03 7.222014392027631402e-05 2.966913757324218750e+02 3.686213378906250000e+02 4.344627990722656250e+02 4.120188293457031250e+02 1.650735839843750000e+03 1.339653930664062500e+03
1.000000000000000000e+03 8.853903412818908691e-01 6.254855394363403320e-01 1.356934756040573120e-01 7.095962762832641602e-02 7.137073278427124023e-01 5.945128798484802246e-01 1.399287283420562744e-01 2.499758154153823853e-01 8.693752884864807129e-01 9.732540845870971680e-01 1.839750409126281738e-01 4.735824167728424072e-01 5.290549397468566895e-01 4.149906337261199951e-01 2.518136054277420044e-02 2.915962040424346924e-02 4.458765685558319092e-01 4.061071872711181641e-01 4.770288988947868347e-02 9.885647892951965332e-02 4.685724377632141113e-01 3.177727758884429932e-01 9.279267489910125732e-02 1.639751195907592773e-01 4.509024322032928467e-01 5.637956261634826660e-01 3.935886025428771973e-01 5.817962884902954102e-01 5.451021194458007812e-01 8.096311092376708984e-01 9.562106803059577942e-03 5.712249781936407089e-03 4.789579510688781738e-01 2.013586163520812988e-01 8.691880702972412109e-01 5.997665524482727051e-01 4.477939605712890625e+00 5.667179107666015625e+00 1.813678264617919922e+00 2.192702054977416992e+00 2.900251150131225586e+00 3.282620668411254883e+00 8.853903412818908691e-01 6.254855394363403320e-01 1.356934756040573120e-01 7.095962762832641602e-02 7.137073278427124023e-01 5.945128798484802246e-01 1.399287283420562744e-01 2.499758154153823853e-01 8.693752884864807129e-01 9.732540845870971680e-01 1.839750409126281738e-01 4.735824167728424072e-01 5.290549397468566895e-01 4.149906337261199951e-01 2.518136054277420044e-02 2.915962040424346924e-02 4.458765685558319092e-01 4.061071872711181641e-01 4.770288988947868347e-02 9.885647892951965332e-02 4.685724377632141113e-01 3.177727758884429932e-01 9.279267489910125732e-02 1.639751195907592773e-01 4.509024322032928467e-01 5.637956261634826660e-01 3.935886025428771973e-01 5.817962884902954102e-01 5.451021194458007812e-01 8.096311092376708984e-01 9.562106803059577942e-03 5.712249781936407089e-03 4.789579510688781738e-01 2.013586163520812988e-01 8.691880702972412109e-01 5.997665524482727051e-01 4.477939605712890625e+00 5.667179107666015625e+00 1.813678264617919922e+00 2.192702054977416992e+00 2.900251150131225586e+00 3.282620668411254883e+00
2.000000000000000000e+03 2.755492627620697021e-01 2.244975566864013672e-01 1.473302692174911499e-01 5.796851962804794312e-02 2.658058106899261475e-01 1.963900029659271240e-01 1.353725045919418335e-01 2.000562548637390137e-01 3.045915365219116211e-01 3.237781226634979248e-01 1.563007980585098267e-01 4.325918853282928467e-01 1.119294539093971252e-01 8.938327431678771973e-02 9.524625726044178009e-03 4.874311387538909912e-03 7.410578429698944092e-02 8.876132965087890625e-02 5.777376703917980194e-03 1.699254475533962250e-02 9.041563421487808228e-02 9.977766126394271851e-02 1.373738981783390045e-02 5.000013113021850586e-02 2.215583324432373047e-01 2.555111944675445557e-01 1.972013562917709351e-01 2.562659382820129395e-01 3.887518346309661865e-01 4.205639362335205078e-01 9.342197328805923462e-03 3.954454325139522552e-03 5.858602523803710938e-01 1.683152019977569580e-01 1.069237709045410156e+00 6.244721412658691406e-01 5.494500398635864258e-01 5.824581384658813477e-01 4.866944551467895508e-01 5.957478880882263184e-01 9.714497923851013184e-01 9.594036936759948730e-01 2.755492627620697021e-01 2.244975566864013672e-01 1.473302692174911499e-01 5.796851962804794312e-02 2.658058106899261475e-01 1.963900029659271240e-01 1.353725045919418335e-01 2.000562548637390137e-01 3.045915365219116211e-01 3.237781226634979248e-01 1.563007980585098267e-01 4.325918853282928467e-01 1.119294539093971252e-01 8.938327431678771973e-02 9.524625726044178009e-03 4.874311387538909912e-03 7.410578429698944092e-02 8.876132965087890625e-02 5.777376703917980194e-03 1.699254475533962250e-02 9.041563421487808228e-02 9.977766126394271851e-02 1.373738981783390045e-02 5.000013113021850586e-02 2.215583324432373047e-01 2.555111944675445557e-01 1.972013562917709351e-01 2.562659382820129395e-01 3.887518346309661865e-01 4.205639362335205078e-01 9.342197328805923462e-03 3.954454325139522552e-03 5.858602523803710938e-01 1.683152019977569580e-01 1.069237709045410156e+00 6.244721412658691406e-01 5.494500398635864258e-01 5.824581384658813477e-01 4.866944551467895508e-01 5.957478880882263184e-01 9.714497923851013184e-01 9.594036936759948730e-01
3.000000000000000000e+03 1.410553157329559326e-01 1.327390521764755249e-01 1.107671409845352173e-01 6.063637509942054749e-02 1.455950140953063965e-01 1.032976359128952026e-01 1.168963760137557983e-01 1.556945741176605225e-01 1.476114243268966675e-01 1.724984645843505859e-01 1.359389126300811768e-01 2.982576787471771240e-01 3.017172962427139282e-02 2.846617065370082855e-02 9.432447142899036407e-03 6.370260380208492279e-03 1.905754581093788147e-02 2.419653721153736115e-02 9.864817373454570770e-03 4.482958000153303146e-03 2.721244096755981445e-02 3.808312118053436279e-02 5.519894417375326157e-03 2.030844613909721375e-02 1.764976382255554199e-01 1.969331949949264526e-01 1.377711445093154907e-01 1.589756458997726440e-01 3.079139292240142822e-01 3.119209110736846924e-01 9.825162589550018311e-03 4.004751332104206085e-03 5.637026429176330566e-01 1.486783623695373535e-01 1.069641113281250000e+00 6.109372377395629883e-01 2.343880832195281982e-01 2.423520386219024658e-01 2.442263364791870117e-01 2.836776077747344971e-01 5.377536416053771973e-01 4.968454539775848389e-01 1.410553157329559326e-01 1.327390521764755249e-01 1.107671409845352173e-01 6.063637509942054749e-02 1.455950140953063965e-01 1.032976359128952026e-01 1.168963760137557983e-01 1.556945741176605225e-01 1.476114243268966675e-01 1.724984645843505859e-01 1.359389126300811768e-01 2.982576787471771240e-01 3.017172962427139282e-02 2.846617065370082855e-02 9.432447142899036407e-03 6.370260380208492279e-03 1.905754581093788147e-02 2.419653721153736115e-02 9.864817373454570770e-03 4.482958000153303146e-03 2.721244096755981445e-02 3.808312118053436279e-02 5.519894417375326157e-03 2.030844613909721375e-02 1.764976382255554199e-01 1.969331949949264526e-01 1.377711445093154907e-01 1.589756458997726440e-01 3.079139292240142822e-01 3.119209110736846924e-01 9.825162589550018311e-03 4.004751332104206085e-03 5.637026429176330566e-01 1.486783623695373535e-01 1.069641113281250000e+00 6.109372377395629883e-01 2.343880832195281982e-01 2.423520386219024658e-01 2.442263364791870117e-01 2.836776077747344971e-01 5.377536416053771973e-01 4.968454539775848389e-01
4.000000000000000000e+03 9.144952893257141113e-02 8.316472172737121582e-02 7.466454803943634033e-02 5.835049226880073547e-02 1.039345413446426392e-01 7.707265019416809082e-02 8.917759358882904053e-02 1.356623470783233643e-01 9.410493820905685425e-02 1.202967166900634766e-01 1.038924679160118103e-01 2.233850359916687012e-01 1.467520650476217270e-02 1.603861153125762939e-02 6.794577464461326599e-03 4.803743679076433182e-03 8.884753100574016571e-03 1.119350641965866089e-02 1.004737243056297302e-02 2.516485750675201416e-03 1.332679018378257751e-02 1.871699467301368713e-02 2.626224420964717865e-03 9.594368748366832733e-03 1.458669453859329224e-01 1.574245095252990723e-01 1.035668626427650452e-01 1.176820546388626099e-01 2.548387348651885986e-01 2.608911395072937012e-01 1.014148816466331482e-02 3.864420112222433090e-03 5.437222123146057129e-01 1.418471932411193848e-01 1.052858591079711914e+00 6.045215129852294922e-01 1.403101980686187744e-01 1.416603475809097290e-01 1.623782366514205933e-01 1.810880005359649658e-01 3.823184669017791748e-01 3.329971432685852051e-01 9.144952893257141113e-02 8.316472172737121582e-02 7.466454803943634033e-02 5.835049226880073547e-02 1.039345413446426392e-01 7.707265019416809082e-02 8.917759358882904053e-02 1.356623470783233643e-01 9.410493820905685425e-02 1.202967166900634766e-01 1.038924679160118103e-01 2.233850359916687012e-01 1.467520650476217270e-02 1.603861153125762939e-02 6.794577464461326599e-03 4.803743679076433182e-03 8.884753100574016571e-03 1.119350641965866089e-02 1.004737243056297302e-02 2.516485750675201416e-03 1.332679018378257751e-02 1.871699467301368713e-02 2.626224420964717865e-03 9.594368748366832733e-03 1.458669453859329224e-01 1.574245095252990723e-01 1.035668626427650452e-01 1.176820546388626099e-01 2.548387348651885986e-01 2.608911395072937012e-01 1.014148816466331482e-02 3.864420112222433090e-03 5.437222123146057129e-01 1.418471932411193848e-01 1.052858591079711914e+00 6.045215129852294922e-01 1.403101980686187744e-01 1.416603475809097290e-01 1.623782366514205933e-01 1.810880005359649658e-01 3.823184669017791748e-01 3.329971432685852051e-01
5.000000000000000000e+03 1.388318985700607300e-01 7.641480118036270142e-02 5.230253934860229492e-02 6.452599912881851196e-02 1.657418459653854370e-01 8.425058424472808838e-02 7.215607166290283203e-02 1.140683442354202271e-01 1.466054916381835938e-01 1.168810129165649414e-01 8.366033434867858887e-02 1.687836945056915283e-01 7.002056576311588287e-03 9.054549969732761383e-03 4.767960403114557266e-03 2.350101945921778679e-03 3.967564553022384644e-03 5.279822740703821182e-03 7.898482494056224823e-03 1.924719079397618771e-03 6.541213020682334900e-03 8.594966493546962738e-03 2.267956733703613281e-03 5.017236340790987015e-03 1.291901320219039917e-01 1.374137997627258301e-01 8.386790007352828979e-02 9.556958824396133423e-02 2.083362936973571777e-01 2.143536955118179321e-01 1.040344033390283585e-02 3.831903915852308273e-03 5.269833207130432129e-01 1.352594792842864990e-01 1.044063806533813477e+00 5.998579263687133789e-01 3.164120316505432129e-01 5.249388217926025391e-01 1.983478665351867676e-01 1.829505413770675659e-01 3.699634075164794922e-01 3.041276931762695312e-01 1.388318985700607300e-01 7.641480118036270142e-02 5.230253934860229492e-02 6.452599912881851196e-02 1.657418459653854370e-01 8.425058424472808838e-02 7.215607166290283203e-02 1.140683442354202271e-01 1.466054916381835938e-01 1.168810129165649414e-01 8.366033434867858887e-02 1.687836945056915283e-01 7.002056576311588287e-03 9.054549969732761383e-03 4.767960403114557266e-03 2.350101945921778679e-03 3.967564553022384644e-03 5.279822740703821182e-03 7.898482494056224823e-03 1.924719079397618771e-03 6.541213020682334900e-03 8.594966493546962738e-03 2.267956733703613281e-03 5.017236340790987015e-03 1.291901320219039917e-01 1.374137997627258301e-01 8.386790007352828979e-02 9.556958824396133423e-02 2.083362936973571777e-01 2.143536955118179321e-01 1.040344033390283585e-02 3.831903915852308273e-03 5.269833207130432129e-01 1.352594792842864990e-01 1.044063806533813477e+00 5.998579263687133789e-01 3.164120316505432129e-01 5.249388217926025391e-01 1.983478665351867676e-01 1.829505413770675659e-01 3.699634075164794922e-01 3.041276931762695312e-01
6.000000000000000000e+03 5.405040085315704346e-02 4.923608154058456421e-02 3.657002374529838562e-02 4.141687974333763123e-02 5.818672478199005127e-02 4.520434141159057617e-02 5.769069492816925049e-02 9.257861971855163574e-02 6.768191605806350708e-02 6.855889409780502319e-02 6.609999388456344604e-02 1.274358928203582764e-01 5.734724458307027817e-03 7.675716653466224670e-03 3.493240801617503166e-03 1.605087309144437313e-03 3.332494059577584267e-03 4.411194939166307449e-03 5.080948583781719208e-03 1.231361762620508671e-03 5.058457609266042709e-03 6.543025840073823929e-03 1.041809911839663982e-03 3.096822882071137428e-03 1.110736653208732605e-01 1.166562810540199280e-01 6.893276423215866089e-02 7.953277975320816040e-02 1.834749877452850342e-01 1.905631422996520996e-01 9.918415918946266174e-03 3.493407042697072029e-03 5.166316628456115723e-01 1.323420703411102295e-01 1.034208536148071289e+00 5.954695343971252441e-01 6.553029268980026245e-02 7.050770521163940430e-02 1.140803992748260498e-01 1.018996834754943848e-01 2.399097681045532227e-01 1.871021091938018799e-01 5.405040085315704346e-02 4.923608154058456421e-02 3.657002374529838562e-02 4.141687974333763123e-02 5.818672478199005127e-02 4.520434141159057617e-02 5.769069492816925049e-02 9.257861971855163574e-02 6.768191605806350708e-02 6.855889409780502319e-02 6.609999388456344604e-02 1.274358928203582764e-01 5.734724458307027817e-03 7.675716653466224670e-03 3.493240801617503166e-03 1.605087309144437313e-03 3.332494059577584267e-03 4.411194939166307449e-03 5.080948583781719208e-03 1.231361762620508671e-03 5.058457609266042709e-03 6.543025840073823929e-03 1.041809911839663982e-03 3.096822882071137428e-03 1.110736653208732605e-01 1.166562810540199280e-01 6.893276423215866089e-02 7.953277975320816040e-02 1.834749877452850342e-01 1.905631422996520996e-01 9.918415918946266174e-03 3.493407042697072029e-03 5.166316628456115723e-01 1.323420703411102295e-01 1.034208536148071289e+00 5.954695343971252441e-01 6.553029268980026245e-02 7.050770521163940430e-02 1.140803992748260498e-01 1.018996834754943848e-01 2.399097681045532227e-01 1.871021091938018799e-01
7.000000000000000000e+03 4.291993752121925354e-02 4.374459013342857361e-02 2.427369542419910431e-02 3.149632364511489868e-02 4.540760070085525513e-02 3.658359125256538391e-02 4.688587784767150879e-02 7.392600923776626587e-02 5.688340589404106140e-02 5.365480110049247742e-02 5.305496603250503540e-02 9.542187303304672241e-02 3.991375211626291275e-03 5.791254807263612747e-03 2.624578541144728661e-03 1.025295583531260490e-03 2.315020188689231873e-03 3.182509215548634529e-03 3.769469913095235825e-03 1.000060234218835831e-03 3.374250372871756554e-03 4.638649988919496536e-03 8.785607060417532921e-04 2.080037957057356834e-03 9.831369668245315552e-02 1.030673459172248840e-01 5.858279764652252197e-02 6.823736429214477539e-02 1.555961966514587402e-01 1.626820117235183716e-01 9.917933493852615356e-03 3.352058585733175278e-03 5.028340816497802734e-01 1.276359409093856812e-01 1.023539900779724121e+00 5.876075625419616699e-01 4.856754839420318604e-02 5.534341931343078613e-02 1.076805144548416138e-01 8.358683437108993530e-02 2.040890753269195557e-01 1.529922485351562500e-01 4.291993752121925354e-02 4.374459013342857361e-02 2.427369542419910431e-02 3.149632364511489868e-02 4.540760070085525513e-02 3.658359125256538391e-02 4.688587784767150879e-02 7.392600923776626587e-02 5.688340589404106140e-02 5.365480110049247742e-02 5.305496603250503540e-02 9.542187303304672241e-02 3.991375211626291275e-03 5.791254807263612747e-03 2.624578541144728661e-03 1.025295583531260490e-03 2.315020188689231873e-03 3.182509215548634529e-03 3.769469913095235825e-03 1.000060234218835831e-03 3.374250372871756554e-03 4.638649988919496536e-03 8.785607060417532921e-04 2.080037957057356834e-03 9.831369668245315552e-02 1.030673459172248840e-01 5.858279764652252197e-02 6.823736429214477539e-02 1.555961966514587402e-01 1.626820117235183716e-01 9.917933493852615356e-03 3.352058585733175278e-03 5.028340816497802734e-01 1.276359409093856812e-01 1.023539900779724121e+00 5.876075625419616699e-01 4.856754839420318604e-02 5.534341931343078613e-02 1.076805144548416138e-01 8.358683437108993530e-02 2.040890753269195557e-01 1.529922485351562500e-01
8.000000000000000000e+03 3.538087010383605957e-02 3.907186910510063171e-02 1.540286373347043991e-02 2.301307395100593567e-02 3.895644098520278931e-02 3.247231617569923401e-02 3.737058490514755249e-02 5.808062478899955750e-02 5.706634745001792908e-02 4.601131379604339600e-02 4.167895019054412842e-02 7.096734642982482910e-02 2.777274698019027710e-03 4.279285669326782227e-03 1.799198216758668423e-03 5.918960669077932835e-04 1.528297900222241879e-03 2.249129815027117729e-03 2.804221119731664658e-03 7.506113615818321705e-04 2.193125197663903236e-03 3.359451191499829292e-03 6.692853057757019997e-04 1.557576935738325119e-03 8.794306218624114990e-02 9.207206219434738159e-02 5.065222457051277161e-02 5.937148258090019226e-02 1.293623745441436768e-01 1.361877024173736572e-01 9.892371483147144318e-03 3.273003734648227692e-03 4.927482306957244873e-01 1.241450980305671692e-01 1.010130047798156738e+00 5.793872475624084473e-01 4.171510040760040283e-02 5.669779703021049500e-02 1.007162407040596008e-01 7.059353590011596680e-02 1.813719272613525391e-01 1.339430510997772217e-01 3.538087010383605957e-02 3.907186910510063171e-02 1.540286373347043991e-02 2.301307395100593567e-02 3.895644098520278931e-02 3.247231617569923401e-02 3.737058490514755249e-02 5.808062478899955750e-02 5.706634745001792908e-02 4.601131379604339600e-02 4.167895019054412842e-02 7.096734642982482910e-02 2.777274698019027710e-03 4.279285669326782227e-03 1.799198216758668423e-03 5.918960669077932835e-04 1.528297900222241879e-03 2.249129815027117729e-03 2.804221119731664658e-03 7.506113615818321705e-04 2.193125197663903236e-03 3.359451191499829292e-03 6.692853057757019997e-04 1.557576935738325119e-03 8.794306218624114990e-02 9.207206219434738159e-02 5.065222457051277161e-02 5.937148258090019226e-02 1.293623745441436768e-01 1.361877024173736572e-01 9.892371483147144318e-03 3.273003734648227692e-03 4.927482306957244873e-01 1.241450980305671692e-01 1.010130047798156738e+00 5.793872475624084473e-01 4.171510040760040283e-02 5.669779703021049500e-02 1.007162407040596008e-01 7.059353590011596680e-02 1.813719272613525391e-01 1.339430510997772217e-01
9.000000000000000000e+03 2.763476036489009857e-02 3.371762111783027649e-02 9.917043149471282959e-03 1.674720831215381622e-02 3.106290660798549652e-02 2.625758573412895203e-02 2.968987450003623962e-02 4.520521685481071472e-02 4.161193221807479858e-02 3.679221495985984802e-02 3.229692950844764709e-02 5.168478563427925110e-02 2.079065656289458275e-03 3.326416946947574615e-03 1.171299139969050884e-03 4.429384716786444187e-04 1.106153358705341816e-03 1.738061895594000816e-03 2.077508950605988503e-03 6.779868854209780693e-04 1.530020730569958687e-03 2.621430903673171997e-03 6.620091153308749199e-04 1.227626111358404160e-03 7.820391654968261719e-02 8.156379312276840210e-02 4.377377405762672424e-02 5.154018104076385498e-02 1.115423440933227539e-01 1.177316382527351379e-01 9.914692491292953491e-03 3.275678493082523346e-03 4.722802937030792236e-01 1.169263124465942383e-01 9.912633895874023438e-01 5.647087097167968750e-01 3.085847944021224976e-02 3.855190426111221313e-02 1.029887348413467407e-01 6.220514699816703796e-02 1.582532078027725220e-01 1.149647161364555359e-01 2.763476036489009857e-02 3.371762111783027649e-02 9.917043149471282959e-03 1.674720831215381622e-02 3.106290660798549652e-02 2.625758573412895203e-02 2.968987450003623962e-02 4.520521685481071472e-02 4.161193221807479858e-02 3.679221495985984802e-02 3.229692950844764709e-02 5.168478563427925110e-02 2.079065656289458275e-03 3.326416946947574615e-03 1.171299139969050884e-03 4.429384716786444187e-04 1.106153358705341816e-03 1.738061895594000816e-03 2.077508950605988503e-03 6.779868854209780693e-04 1.530020730569958687e-03 2.621430903673171997e-03 6.620091153308749199e-04 1.227626111358404160e-03 7.820391654968261719e-02 8.156379312276840210e-02 4.377377405762672424e-02 5.154018104076385498e-02 1.115423440933227539e-01 1.177316382527351379e-01 9.914692491292953491e-03 3.275678493082523346e-03 4.722802937030792236e-01 1.169263124465942383e-01 9.912633895874023438e-01 5.647087097167968750e-01 3.085847944021224976e-02 3.855190426111221313e-02 1.029887348413467407e-01 6.220514699816703796e-02 1.582532078027725220e-01 1.149647161364555359e-01
